Time,Instances
2023-04-03 11:32:32,0
2023-04-03 11:32:32,0
2023-04-03 11:32:32,0
2023-04-03 11:32:32,0
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:32:32,1
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:14,2
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:33:56,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:34:38,3
2023-04-03 11:35:07,2
2023-04-03 11:35:07,2
2023-04-03 11:35:07,2
2023-04-03 11:35:07,2
2023-04-03 11:35:07,2
2023-04-03 11:35:07,2
2023-04-03 11:35:07,2
2023-04-03 11:35:07,2
2023-04-03 11:35:07,2
2023-04-03 11:35:17,1
2023-04-03 11:35:17,1
2023-04-03 11:35:17,1
2023-04-03 11:35:17,1
2023-04-03 11:35:17,1
2023-04-03 11:35:17,1
2023-04-03 11:35:17,1
2023-04-03 11:35:17,1
2023-04-03 11:35:17,1
2023-04-03 11:35:26,0
2023-04-03 11:35:26,0
2023-04-03 11:35:26,0
2023-04-03 11:35:26,0
2023-04-03 11:35:26,0
2023-04-03 11:35:26,0
2023-04-03 11:35:26,0
2023-04-03 11:35:26,0
2023-04-03 11:35:26,0
